,ID,Location,Area,Bedroom,Bathroom,Frontage,Floors,Price
2062,264904,"Bình Tân, TP Hồ Chí Minh",100,NULL,NULL,1,11,14 tỷ
2063,264901,"Bình Tân, TP Hồ Chí Minh",54.6,4,4,0,3,6.5 tỷ
2064,264900,"Thủ Đức, TP Hồ Chí Minh",65,NULL,4,0,3,6500 tỷ
2065,264899,"Long Biên, Hà Nội",70,NULL,NULL,0,NULL,6 tỷ
2066,264898,"Quận 9, TP Hồ Chí Minh",93,2,2,0,NULL,6000000 tỷ
2067,264897,"Gò Vấp, TP Hồ Chí Minh",100,5,5,1,16,9 tỷ
2068,264896,"Tân Phú, TP Hồ Chí Minh",40,3,NULL,1,3,3.8 tỷ
2069,264895,"Hà Đông, Hà Nội",36,NULL,NULL,1,NULL,2.2 tỷ
2070,264893,"Quận 9, TP Hồ Chí Minh",81,3,2,0,3,5500000 tỷ
2071,264892,"Gò Vấp, TP Hồ Chí Minh",48,4,4,1,3,6.4 tỷ
2072,264882,"Thủ Đức, TP Hồ Chí Minh",42,2,2,1,4,4100000 tỷ
2073,264881,"Thủ Đức, TP Hồ Chí Minh",42,2,2,1,4,4100000 tỷ
2074,264877,"Bình Tân, TP Hồ Chí Minh",60,5,5,1,4,6.4 tỷ
2075,264875,"Thủ Đức, TP Hồ Chí Minh",120,3,NULL,0,NULL,4200000 tỷ
2076,264873,"Gò Vấp, TP Hồ Chí Minh",62,4,5,0,4,7.3 tỷ
2077,264868,"Châu Thành, Tiền Giang",100,3,3,0,NULL,2.19 tỷ
2078,264867,"Tân Bình, TP Hồ Chí Minh",80,NULL,NULL,0,5,19.5 tỷ
2079,264866,"Tân Bình, TP Hồ Chí Minh",80,NULL,NULL,0,5,19.5 tỷ
2080,264865,"Thanh Xuân, Hà Nội",44,NULL,NULL,1,NULL,2.8 tỷ
2081,264864,"Thanh Xuân, Hà Nội",28,NULL,NULL,0,3,3.5 tỷ
2082,264863,"Thanh Xuân, Hà Nội",51,4,NULL,0,4,6.3 tỷ
2083,264858,"Tân Phú, TP Hồ Chí Minh",86,5,4,1,3,9.5 tỷ
2084,264854,"Tân Bình, TP Hồ Chí Minh",40,3,NULL,0,2,3500000000 tỷ
2085,264853,"Quận 10, TP Hồ Chí Minh",80,NULL,NULL,1,NULL,25 tỷ
2086,264851,"Châu Thành, Tiền Giang",18264,3,3,1,2,2.11 tỷ
2087,264850,"Quận 9, TP Hồ Chí Minh",99,NULL,NULL,0,NULL,Thỏa thuận
2088,264846,"Gò Vấp, TP Hồ Chí Minh",52,7,7,1,5,6 tỷ
2089,264845,"Bình Chánh, TP Hồ Chí Minh",180,3,4,1,NULL,9.9 tỷ
2090,264844,"Huế, Thừa Thiên Huế",82,2,1,0,NULL,1930000 tỷ
2091,264842,"Lê Chân, Hải Phòng",43,3,3,0,4,2.82 tỷ
2092,264840,"Gò Vấp, TP Hồ Chí Minh",100,5,5,1,11,10 tỷ
2093,264837,"Quận 7, TP Hồ Chí Minh",403,NULL,NULL,1,4,27 tỷ
2094,264836,"Gò Vấp, TP Hồ Chí Minh",46,2,NULL,1,2,4.3 tỷ
2095,264835,"Quận 9, TP Hồ Chí Minh",52,2,2,0,3,2.69 tỷ
2096,264833,"Đức Hòa, Long An",103,3,3,1,NULL,610 triệu
2097,264832,"Hai Bà Trưng, Hà Nội",95,10,6,1,NULL,45 tỷ
2098,264831,"Hoàn Kiếm, Hà Nội",60,6,7,1,7,22.5 tỷ
2099,264830,"Biên Hòa, Đồng Nai",120,6,6,0,NULL,5.3 tỷ
2100,264827,"Quận 9, TP Hồ Chí Minh",8,2,2,0,2,5.5 tỷ
2101,264826,"Ba Đình, Hà Nội",80,10,10,1,6,9 tỷ
2102,264824,"Long Biên, Hà Nội",30,NULL,NULL,0,5,2.6 tỷ
2103,264816,"Quận 1, TP Hồ Chí Minh",142,NULL,NULL,0,NULL,72 tỷ
2104,264815,"Hoàng Mai, Hà Nội",68,4,3,0,4,11.95 tỷ
2105,264811,"Biên Hòa, Đồng Nai",90,2,NULL,1,NULL,4.1 tỷ
2106,264808,"Cầu Giấy, Hà Nội",100,NULL,NULL,1,8,39 tỷ
2107,264807,"Đống Đa, Hà Nội",100,NULL,NULL,1,8,58 tỷ
2108,264806,"Thanh Khê, Đà Nẵng",62.2,2,1,0,NULL,3.36 tỷ
2109,264799,"Long Biên, Hà Nội",50,4,4,0,5,6.6 tỷ
2110,264793,"Quận 7, TP Hồ Chí Minh",58,3,2,0,2,Thỏa thuận
2111,264789,"Tam Dương, Vĩnh Phúc",119,2,2,0,NULL,1.2 tỷ
2112,264788,"Vĩnh Yên, Vĩnh Phúc",75,6,6,1,NULL,3.2 tỷ
2113,264785,"Tây Hồ, Hà Nội",36,3,4,0,5,4.5 tỷ
2114,264781,"Tân Bình, TP Hồ Chí Minh",15,NULL,NULL,0,3,1.2 tỷ
2115,264780,"Tân Bình, TP Hồ Chí Minh",15,NULL,NULL,0,3,1.2 tỷ
2116,264778,"Thanh Xuân, Hà Nội",41,4,3,1,5,3.96 tỷ
2117,264777,"Bình Thạnh, TP Hồ Chí Minh",215,15,15,1,NULL,18 tỷ
2118,264769,"Quận 9, TP Hồ Chí Minh",77,4,NULL,0,3,Thỏa thuận
2119,264767,"An Dương, Hải Phòng",60,3,3,0,3,1.85 tỷ
2120,264766,"An Dương, Hải Phòng",56,1,1,0,1,1.45 tỷ
2121,264760,"Bình Tân, TP Hồ Chí Minh",78,5,3,1,3,6.35 tỷ
2122,264759,"Thanh Xuân, Hà Nội",39,4,3,1,4,4.6 tỷ
2123,264756,"Tân Phú, TP Hồ Chí Minh",42,4,4,0,NULL,3600000.6 tỷ
2124,264753,"Tân Bình, TP Hồ Chí Minh",40,NULL,NULL,1,NULL,3.3 tỷ
2125,264752,"Quận 12, TP Hồ Chí Minh",42,2,2,1,NULL,3.3 tỷ
2126,264750,"Cầu Giấy, Hà Nội",550,NULL,NULL,1,11,350 tỷ
2127,264749,"Thanh Xuân, Hà Nội",190,NULL,NULL,1,9,83 tỷ
2128,264748,"Đống Đa, Hà Nội",540,NULL,NULL,1,9,430 tỷ
2129,264747,"Cầu Giấy, Hà Nội",210,NULL,NULL,1,8,120 tỷ
2130,264742,"Long Biên, Hà Nội",60,4,4,0,5,6.9 tỷ
2131,264741,"Long Biên, Hà Nội",60,4,4,0,5,6.9 tỷ
2132,264739,"Long Biên, Hà Nội",65,NULL,NULL,1,7,11 tỷ
2133,264738,"Tân Bình, TP Hồ Chí Minh",40,NULL,NULL,1,NULL,3.3 tỷ
2134,264737,"Thủ Đức, TP Hồ Chí Minh",100,NULL,NULL,0,NULL,7.3 tỷ
2135,264733,"Tây Hồ, Hà Nội",66,2,NULL,1,2,4.3 tỷ
2136,264730,"Bình Chánh, TP Hồ Chí Minh",115,4,2,0,NULL,1.95 tỷ
2137,264727,"Quận 3, TP Hồ Chí Minh",60,NULL,NULL,0,NULL,41000000000 tỷ
2138,264723,"Hồng Bàng, Hải Phòng",50,2,NULL,1,4,Thỏa thuận
2139,264722,"Thủ Đức, TP Hồ Chí Minh",98,4,2,1,4,5250000 tỷ
2140,264721,"Tân Bình, TP Hồ Chí Minh",30,NULL,NULL,0,4,4.9 tỷ
2141,264720,"Tân Bình, TP Hồ Chí Minh",30,NULL,NULL,0,4,4.9 tỷ
2142,264718,"Biên Hòa, Đồng Nai",87,4,3,1,3,5.7 tỷ
2143,264717,"Biên Hòa, Đồng Nai",60,2,2,0,2,2.6 tỷ
2144,264715,"Bình Tân, TP Hồ Chí Minh",64,3,2,0,2,3.65 tỷ
2145,264714,"Gò Vấp, TP Hồ Chí Minh",68,5,6,1,5,7.7 tỷ
2146,264713,"Tân Phú, TP Hồ Chí Minh",40,2,2,1,2,3.4 tỷ
2147,264711,"Quận 8, TP Hồ Chí Minh",48,7,3,0,3,Thỏa thuận
2148,264710,"Gò Vấp, TP Hồ Chí Minh",52,4,5,0,5,6.6 tỷ
2149,264708,"Gò Vấp, TP Hồ Chí Minh",125,1,1,0,2,9.7 tỷ
2150,264707,"Gò Vấp, TP Hồ Chí Minh",125,1,1,0,2,9.7 tỷ
2151,264706,"Tân Uyên, Bình Dương",61,2,3,1,4,2.53 tỷ
2152,264704,"Đống Đa, Hà Nội",55,4,NULL,1,6,22.5 tỷ
2153,264702,"Thanh Xuân, Hà Nội",44,3,NULL,1,4,11.7 tỷ
2154,264698,"Từ Sơn, Bắc Ninh",120,NULL,NULL,1,3,7.4 tỷ
2155,264694,"Thủ Đức, TP Hồ Chí Minh",120,10,11,0,NULL,11.5 tỷ
2156,264692,"Cam Ranh, Khánh Hòa",120,NULL,NULL,0,NULL,6 tỷ
2157,264691,"Cam Ranh, Khánh Hòa",120,NULL,NULL,0,NULL,6 tỷ
2158,264688,"Tân Phú, TP Hồ Chí Minh",38,3,4,1,5,4.1 tỷ
2159,264687,"Thủ Đức, TP Hồ Chí Minh",120,NULL,NULL,1,NULL,4500000 tỷ
2160,264685,"Bắc Từ Liêm, Hà Nội",70,3,3,1,4,13.2 tỷ
2161,264678,"Hà Đông, Hà Nội",33,3,4,0,5,2.75 tỷ
2162,264670,"Tây Hồ, Hà Nội",35,3,4,0,6,5.35 tỷ
2163,264668,"Thủ Đức, TP Hồ Chí Minh",115,3,2,0,2,5300000 tỷ
2164,264667,"Ba Đình, Hà Nội",39,2,NULL,1,5,5.75 tỷ
2165,264664,"Hoàng Mai, Hà Nội",35,3,NULL,0,5,3 tỷ
2166,264663,"Quận 10, TP Hồ Chí Minh",377,6,NULL,0,NULL,Thỏa thuận
2167,264662,"Cầu Giấy, Hà Nội",60,4,4,1,4,10 tỷ
2168,264661,"Thủ Đức, TP Hồ Chí Minh",93,NULL,NULL,0,3,6.1 tỷ
2169,264659,"Hóc Môn, TP Hồ Chí Minh",100,3,3,0,NULL,Thỏa thuận
2170,264653,"Sơn Trà, Đà Nẵng",75,3,3,1,3,5.25 tỷ
2171,264652,"Gò Vấp, TP Hồ Chí Minh",41,2,2,0,2,4.49 tỷ
2172,264649,"Long Biên, Hà Nội",32,6,4,1,5,3.9 tỷ
2173,264645,"Long Biên, Hà Nội",62,4,6,0,6,11.6 tỷ
2174,264643,"Đống Đa, Hà Nội",50,3,3,0,NULL,4 tỷ
2175,264638,"Quận 9, TP Hồ Chí Minh",200,4,4,0,5,22 tỷ
2176,264636,"Long Biên, Hà Nội",65,NULL,NULL,0,6,11.2 tỷ
2177,264635,"Tân Bình, TP Hồ Chí Minh",56,NULL,NULL,0,NULL,6.9 tỷ
2178,264634,"Tân Bình, TP Hồ Chí Minh",55,2,2,1,5,5.7 tỷ
2179,264631,"Tân Bình, TP Hồ Chí Minh",133,6,5,1,10,23 tỷ
2180,264629,"Tân Phú, TP Hồ Chí Minh",57,3,3,1,3,5.95 tỷ
2181,264627,"Quận 12, TP Hồ Chí Minh",54,2,2,0,NULL,3000000 tỷ
2182,264623,"Tân Uyên, Bình Dương",61,2,3,0,2,2.53 tỷ
2183,264622,"Tân Uyên, Bình Dương",61,2,3,1,NULL,2.53 tỷ
2184,264621,"Hoàn Kiếm, Hà Nội",30,4,4,1,6,18 tỷ
2185,264618,"Vĩnh Cửu, Đồng Nai",72,2,2,0,3,1.79 tỷ
2186,264611,"Quận 3, TP Hồ Chí Minh",120,NULL,NULL,0,NULL,27.2 tỷ
2187,264610,"Ba Đình, Hà Nội",30,4,4,0,6,4 tỷ
2188,264609,"Gò Vấp, TP Hồ Chí Minh",46,3,2,0,2,4.4 tỷ
2189,264608,"Tân Bình, TP Hồ Chí Minh",56,NULL,NULL,0,NULL,6.9 tỷ
2190,264607,"Quận 10, TP Hồ Chí Minh",24,4,3,1,4,6.9 tỷ
2191,264606,"Bình Thạnh, TP Hồ Chí Minh",192,NULL,NULL,1,NULL,17.5 tỷ
2192,264605,"Quận 10, TP Hồ Chí Minh",70.5,3,3,1,5,25 tỷ
2193,264604,"Thủ Đức, TP Hồ Chí Minh",92,2,2,0,NULL,3300000 tỷ
2194,264603,"Tân Phú, TP Hồ Chí Minh",50,3,2,0,2,5.4 tỷ
2195,264602,"Long Biên, Hà Nội",68,2,1,0,16,1.7 tỷ
2196,264601,"Hà Đông, Hà Nội",30,3,3,0,5,3.2 tỷ
2197,264600,"Hà Đông, Hà Nội",26,NULL,NULL,0,5,2.65 tỷ
2198,264599,"Bình Thạnh, TP Hồ Chí Minh",99,3,NULL,1,2,6.5 tỷ
2199,264594,"Tân Bình, TP Hồ Chí Minh",75,NULL,NULL,0,NULL,7.8 tỷ
2200,264593,"Quận 8, TP Hồ Chí Minh",50,5,6,1,4,9100000 tỷ
2201,264592,"Hoàn Kiếm, Hà Nội",30,4,5,1,6,18 tỷ
2202,264590,"Tây Hồ, Hà Nội",33,1,NULL,1,5,5.6 tỷ
2203,264583,"Tây Hồ, Hà Nội",35,3,4,0,6,5.3 tỷ
2204,264582,"Tây Hồ, Hà Nội",35,3,4,0,6,5.3 tỷ
2205,264581,"Tân Bình, TP Hồ Chí Minh",75,NULL,NULL,0,NULL,7.8 tỷ
2206,264580,"Tân Phú, TP Hồ Chí Minh",154,NULL,NULL,1,5,Thỏa thuận
2207,264578,"Bình Thạnh, TP Hồ Chí Minh",25,2,2,1,5,2.8 tỷ
2208,264574,"Tân Phú, TP Hồ Chí Minh",40,2,3,0,NULL,4000400040 tỷ
2209,264573,"Đống Đa, Hà Nội",41,5,5,0,5,3.7 tỷ
2210,264572,"Hà Đông, Hà Nội",43,3,3,0,3,3.5 tỷ
2211,264571,"Quận 12, TP Hồ Chí Minh",43,2,1,1,NULL,2.45 tỷ
2212,264570,"Tân Bình, TP Hồ Chí Minh",28,NULL,NULL,0,3,3.3 triệu
2213,264569,"Thanh Khê, Đà Nẵng",800,10,10,1,6,150 tỷ
2214,264568,"Sơn Trà, Đà Nẵng",80,3,3,1,3,5.7 tỷ
2215,264567,"Tân Bình, TP Hồ Chí Minh",28,NULL,NULL,0,3,3.3 tỷ
2216,264566,"Gò Vấp, TP Hồ Chí Minh",89,1,1,1,NULL,10.8 tỷ
2217,264565,"Quận 9, TP Hồ Chí Minh",605,NULL,NULL,0,NULL,Thỏa thuận
2218,264560,"Hà Đông, Hà Nội",57,NULL,NULL,0,3,245100 tỷ
2219,264559,"Bình Tân, TP Hồ Chí Minh",72,3,2,0,3,5 tỷ
2220,264558,"Quận 3, TP Hồ Chí Minh",60,NULL,NULL,1,11,Thỏa thuận
2221,264557,"Thanh Xuân, Hà Nội",50,NULL,NULL,0,NULL,Thỏa thuận
2222,264556,"Thanh Xuân, Hà Nội",40,NULL,NULL,0,NULL,Thỏa thuận
2223,264555,"Đống Đa, Hà Nội",20,3,3,1,5,1.95 tỷ
2224,264554,"Bắc Từ Liêm, Hà Nội",35,3,4,1,5,4.4 tỷ
2225,264553,"Tân Bình, TP Hồ Chí Minh",40,NULL,NULL,1,NULL,3.3 tỷ
2226,264552,"Tân Phú, TP Hồ Chí Minh",30,3,3,0,3,5.8 tỷ
2227,264551,"Tân Bình, TP Hồ Chí Minh",30,NULL,NULL,0,NULL,4.7 tỷ
2228,264550,"Tân Bình, TP Hồ Chí Minh",30,NULL,NULL,0,NULL,4.7 tỷ
2229,264548,"Hai Bà Trưng, Hà Nội",65,NULL,NULL,1,6,10.2 tỷ
2230,264546,"Quận 9, TP Hồ Chí Minh",131,3,4,1,5,16.9 tỷ
2231,264542,"Thủ Đức, TP Hồ Chí Minh",78,2,NULL,1,NULL,4500000 tỷ
2232,264538,"Từ Sơn, Bắc Ninh",100,NULL,NULL,0,NULL,6.4 tỷ
2233,264537,"Tân Bình, TP Hồ Chí Minh",51,4,4,0,5,7.5 tỷ
2234,264535,"Quận 11, TP Hồ Chí Minh",50,5,NULL,1,4,8.3 tỷ
2235,264534,"Quận 11, TP Hồ Chí Minh",50,5,NULL,1,4,8.3 tỷ
2236,264532,"Quận 7, TP Hồ Chí Minh",63,5,3,0,NULL,6.6 tỷ
2237,264531,"Thủ Đức, TP Hồ Chí Minh",151,4,4,0,3,8.7 tỷ
2238,264530,"Quận 7, TP Hồ Chí Minh",38,3,2,1,NULL,6.79 tỷ
2239,264524,"Thanh Xuân, Hà Nội",46,3,NULL,0,4,6.15 tỷ
2240,264523,"Thủ Đức, TP Hồ Chí Minh",52,3,2,0,3,4100000 tỷ
2241,264520,"Thanh Khê, Đà Nẵng",70,3,2,1,NULL,2.3 tỷ
2242,264519,"Quận 9, TP Hồ Chí Minh",57,2,NULL,0,2,4.29 tỷ
2243,264518,"Bình Thạnh, TP Hồ Chí Minh",260,9,NULL,0,3,17.9 tỷ
2244,264517,"Hà Đông, Hà Nội",52,6,5,1,6,5.7 tỷ
2245,264515,"Hà Đông, Hà Nội",35,NULL,NULL,0,4,2.9 tỷ
2246,264514,"Quận 8, TP Hồ Chí Minh",82,4,NULL,0,3,Thỏa thuận
2247,264513,"Hoàng Mai, Hà Nội",44,NULL,NULL,0,NULL,Thỏa thuận
2248,264512,"Thanh Xuân, Hà Nội",35,NULL,NULL,0,NULL,Thỏa thuận
2249,264511,"Sơn Trà, Đà Nẵng",80,2,2,0,2,3750000 tỷ
2250,264510,"Tân Bình, TP Hồ Chí Minh",30,2,NULL,0,2,2.9 tỷ
2251,264509,"Tân Bình, TP Hồ Chí Minh",30,2,NULL,0,2,Thỏa thuận
2252,264508,"Quận 9, TP Hồ Chí Minh",60,2,2,0,3,3.9 tỷ
2253,264506,"Hai Bà Trưng, Hà Nội",45,3,4,0,NULL,4.5 tỷ
2254,264505,"Gò Vấp, TP Hồ Chí Minh",90,5,5,0,4,16.35 tỷ
2255,264504,"Phú Nhuận, TP Hồ Chí Minh",25,3,4,0,NULL,6.5 tỷ
2256,264503,"Phú Nhuận, TP Hồ Chí Minh",60,3,4,0,NULL,10.8 tỷ
2257,264500,"Quận 9, TP Hồ Chí Minh",60,3,2,0,2,4 tỷ
2258,264499,"Bình Thạnh, TP Hồ Chí Minh",42,1,1,1,2,2.9 tỷ
2259,264498,"Hóc Môn, TP Hồ Chí Minh",108,2,NULL,0,2,3.95 tỷ
2260,264497,"Long Biên, Hà Nội",190,6,5,1,4,41 tỷ
2261,264494,"Bình Thạnh, TP Hồ Chí Minh",53,2,2,0,2,3.9 tỷ
2262,264491,"Long Biên, Hà Nội",30,3,4,1,5,3.45 tỷ
2263,264489,"Cầu Giấy, Hà Nội",62,6,NULL,1,7,22 tỷ
2264,264487,"Hà Đông, Hà Nội",30,4,3,1,5,4.6 tỷ
2265,264486,"Hóc Môn, TP Hồ Chí Minh",75,2,2,0,4,400 triệu
2266,264484,"Tân Bình, TP Hồ Chí Minh",52,3,3,1,3,10.5 tỷ
2267,264482,"Tân Phú, TP Hồ Chí Minh",80,3,NULL,0,2,Thỏa thuận
2268,264481,"Tân Phú, TP Hồ Chí Minh",80,3,NULL,0,2,Thỏa thuận
2269,264479,"Quận 12, TP Hồ Chí Minh",75,2,1,1,NULL,3.3 tỷ
2270,264478,"Phú Nhuận, TP Hồ Chí Minh",180,NULL,NULL,1,NULL,12.95 tỷ
2271,264474,"Tây Hồ, Hà Nội",34,3,4,0,6,5.2 tỷ
2272,264472,"Phú Nhuận, TP Hồ Chí Minh",140,NULL,NULL,1,NULL,12.89 tỷ
2273,264471,"Quận 8, TP Hồ Chí Minh",64,6,5,1,5,8 tỷ
2274,264470,"Gò Vấp, TP Hồ Chí Minh",45,4,3,0,5,7.15 tỷ
2275,264468,"Thủ Đức, TP Hồ Chí Minh",63,3,NULL,0,2,5.5 tỷ
2276,264467,"Thủ Đức, TP Hồ Chí Minh",63,3,NULL,0,2,5.5 tỷ
2277,264465,"Buôn Ma Thuột, Đắk Lắk",100,3,3,0,NULL,3290 tỷ
2278,264464,"Quận 8, TP Hồ Chí Minh",Area is not available,4,NULL,1,3,Thỏa thuận
2279,264463,"Gò Vấp, TP Hồ Chí Minh",78,5,5,0,4,8.3 tỷ
2280,264461,"Chư Păh, Gia Lai",40,2,1,0,NULL,330 triệu
2281,264460,"Đống Đa, Hà Nội",60,NULL,NULL,1,4,23.8 tỷ
2282,264449,"Hóc Môn, TP Hồ Chí Minh",45,1,NULL,0,NULL,400 triệu
2283,264446,"Thanh Xuân, Hà Nội",22,3,NULL,0,5,2.2 tỷ
2284,264445,"Thủ Đức, TP Hồ Chí Minh",82,2,2,1,4,4500000 tỷ
2285,264444,"Gò Vấp, TP Hồ Chí Minh",56,2,2,0,2,4.85 tỷ
2286,264443,"Ba Đình, Hà Nội",50,2,2,0,2,4.7 tỷ
2287,264442,"Gò Vấp, TP Hồ Chí Minh",56,7,7,0,5,7 tỷ
2288,264436,"Thủ Đức, TP Hồ Chí Minh",67,2,NULL,1,NULL,4700000 tỷ
2289,264434,"Châu Thành, Tiền Giang",182,3,3,1,3,2.1 tỷ
2290,264432,"Quận 9, TP Hồ Chí Minh",100,NULL,NULL,0,NULL,3.4 tỷ
2291,264431,"Hồng Bàng, Hải Phòng",2,4,NULL,1,4,Thỏa thuận
2292,264429,"Quận 2, TP Hồ Chí Minh",90,5,5,1,4,17 tỷ
2293,264427,"Biên Hòa, Đồng Nai",72,2,2,0,2,2.95 tỷ
2294,264424,"Bình Thạnh, TP Hồ Chí Minh",132,7,8,1,NULL,24 tỷ
2295,264423,"Quận 7, TP Hồ Chí Minh",87,3,3,1,5,17.5 tỷ
2296,264422,"Huế, Thừa Thiên Huế",80,3,3,0,NULL,4192 tỷ
2297,264420,"Quận 9, TP Hồ Chí Minh",85,NULL,NULL,0,NULL,5.9 tỷ
2298,264419,"Tân Uyên, Bình Dương",61,3,3,0,3,2.53 tỷ
2299,264418,"Cầu Giấy, Hà Nội",50,5,5,1,5,13 tỷ
2300,264414,"Quận 10, TP Hồ Chí Minh",97.5,NULL,NULL,1,3,10.24 tỷ
2301,264413,"Tân Uyên, Bình Dương",61,3,3,0,3,2.53 tỷ
2302,264412,"Quận 10, TP Hồ Chí Minh",79.8,NULL,NULL,0,2,4.64 tỷ
2303,264408,"Huế, Thừa Thiên Huế",76,3,3,0,2,3450000 tỷ
2304,264407,"Đống Đa, Hà Nội",22,4,4,0,4,2.15 tỷ
2305,264402,"Quận 12, TP Hồ Chí Minh",90,NULL,NULL,0,4,6.6 tỷ
2306,264401,"Huế, Thừa Thiên Huế",50,2,1,0,NULL,1750000 tỷ
2307,264397,"Từ Sơn, Bắc Ninh",100,NULL,NULL,0,3,6.1 tỷ
2308,264396,"Cầu Giấy, Hà Nội",46,4,3,1,4,5.7 tỷ
2309,264391,"Gò Vấp, TP Hồ Chí Minh",197,9,9,0,5,8.8 tỷ
2310,264390,"Gò Vấp, TP Hồ Chí Minh",70,4,6,1,4,9.3 tỷ
2311,264389,"Liên Chiểu, Đà Nẵng",60,3,3,0,3,Thỏa thuận
2312,264388,"Quận 9, TP Hồ Chí Minh",55,NULL,NULL,0,4,5.5 tỷ
2313,264387,"Tây Hồ, Hà Nội",34,3,4,0,5,5.6 tỷ
2314,264382,"Quận 8, TP Hồ Chí Minh",110,4,NULL,0,3,Thỏa thuận
2315,264381,"Long Biên, Hà Nội",50,4,4,0,5,6.2 tỷ
2316,264380,"Gò Vấp, TP Hồ Chí Minh",68,4,5,0,3,6.5 tỷ
2317,264377,"Thủ Đức, TP Hồ Chí Minh",73.5,4,5,0,4,8.3 tỷ
2318,264375,"Hoàng Mai, Hà Nội",52,NULL,NULL,0,NULL,6.3 tỷ
2319,264373,"Gò Vấp, TP Hồ Chí Minh",53,2,2,0,2,3.9 tỷ
2320,264372,"Gia Lâm, Hà Nội",98,NULL,NULL,1,6,19000 tỷ
2321,264371,"Hà Đông, Hà Nội",37,3,3,1,4,5.66 tỷ
2322,264370,"Hà Đông, Hà Nội",37,3,3,1,4,5.66 tỷ
2323,264369,"Gò Vấp, TP Hồ Chí Minh",56,7,7,0,5,6 tỷ
2324,264364,"Hóc Môn, TP Hồ Chí Minh",85,3,2,0,NULL,520 triệu
2325,264363,"Biên Hòa, Đồng Nai",87,3,2,0,5,3.9 tỷ
2326,264361,"Tân Bình, TP Hồ Chí Minh",40,3,3,1,NULL,3.3 tỷ
2327,264360,"Phú Nhuận, TP Hồ Chí Minh",95,5,5,1,16,12.9 tỷ
2328,264357,"Hoàng Mai, Hà Nội",40,3,4,1,5,7 tỷ
2329,264355,"Thủ Đức, TP Hồ Chí Minh",210,NULL,NULL,1,2,26 tỷ
2330,264354,"Thủ Đức, TP Hồ Chí Minh",200,NULL,NULL,0,3,18.5 tỷ
2331,264353,"Thủ Đức, TP Hồ Chí Minh",372,5,NULL,1,3,45.5 tỷ
2332,264352,"Bình Tân, TP Hồ Chí Minh",54,3,2,0,2,3.8 tỷ
2333,264351,"Thủ Đức, TP Hồ Chí Minh",124,18,NULL,1,4,12 tỷ
2334,264350,"Thủ Đức, TP Hồ Chí Minh",91,4,NULL,1,3,6.05 tỷ
2335,264349,"Hồng Bàng, Hải Phòng",50,3,1,1,4,3 tỷ
2336,264348,"Cầu Giấy, Hà Nội",82,7,4,1,4,8.5 tỷ
2337,264343,"Quận 8, TP Hồ Chí Minh",45,4,NULL,1,3,Thỏa thuận
2338,264342,"Quận 8, TP Hồ Chí Minh",Area is not available,4,NULL,1,3,Thỏa thuận
2339,264341,"Ba Đình, Hà Nội",25,1,NULL,1,4,192 triệu
2340,264339,"Bình Tân, TP Hồ Chí Minh",52,5,6,0,4,5.8 tỷ
2341,264338,"Long Biên, Hà Nội",70,2,2,0,17,2.2 tỷ
2342,264336,"Quận 12, TP Hồ Chí Minh",101,3,3,1,2,6 tỷ
2343,264332,"Châu Thành, Tiền Giang",100,NULL,NULL,1,3,2.1 tỷ
2344,264328,"Tân Bình, TP Hồ Chí Minh",224,4,5,0,NULL,2.9 tỷ
2345,264327,"Tân Bình, TP Hồ Chí Minh",52,4,3,1,5,9.1 tỷ
2346,264326,"Tân Phú, TP Hồ Chí Minh",64,4,4,1,1,10 tỷ
2347,264323,"Gò Vấp, TP Hồ Chí Minh",48,4,2,0,4,6.5 tỷ
2348,264321,"Long Biên, Hà Nội",38,NULL,NULL,0,5,4.9 tỷ
2349,264320,"Đống Đa, Hà Nội",28,3,4,0,NULL,3.2 tỷ
2350,264317,"Thủ Đức, TP Hồ Chí Minh",54,4,4,0,4,5900000 tỷ
2351,264314,"Phú Nhuận, TP Hồ Chí Minh",82,8,8,1,5,Thỏa thuận
2352,264313,"Gò Vấp, TP Hồ Chí Minh",45,3,5,0,5,7.6 tỷ
2353,264309,"Krông Năng, Đắk Lắk",Area is not available,NULL,NULL,0,NULL,Thỏa thuận
2354,264308,"Quận 7, TP Hồ Chí Minh",75,6,4,0,NULL,10.8 tỷ
2355,264301,"Quận 7, TP Hồ Chí Minh",159,5,3,0,4,12900000 tỷ
2356,264300,"Đống Đa, Hà Nội",110,2,4,1,7,40 tỷ
2357,264299,"Tân Phú, TP Hồ Chí Minh",52,2,2,0,NULL,3.5 tỷ
2358,264298,"Hà Đông, Hà Nội",47,2,NULL,1,4,3.95 tỷ
2359,264297,"Sơn Trà, Đà Nẵng",70,NULL,NULL,1,NULL,4.8 tỷ
2360,264295,"Huế, Thừa Thiên Huế",80,NULL,NULL,1,3,2.19 tỷ
2361,264290,"Đống Đa, Hà Nội",61,NULL,NULL,0,NULL,Thỏa thuận
2362,264286,"Quận 9, TP Hồ Chí Minh",96,NULL,NULL,0,5,Thỏa thuận
2363,264285,"Thủ Đức, TP Hồ Chí Minh",80,4,3,0,5,5500000 tỷ
2364,264281,"Tân Uyên, Bình Dương",76,4,5,1,5,3.1 tỷ
2365,264280,"Tân Uyên, Bình Dương",76,4,5,1,5,3.1 tỷ
2366,264278,"Hóc Môn, TP Hồ Chí Minh",56,3,3,0,NULL,695 triệu
